happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,Continent_x,Marriage,Divorce,Actual,Percent,rank,IQ,education_expenditure,avg_income,avg_temp,ISO3,Continent_y,Hemisphere,Human Development Groups,UNDP Developing Regions,HDI Rank (2021),Year,Expected Years of Schooling,location,indicator,subject,measure,frequency,time,value,Unnamed: 0,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,LITRES/CAPITA,avg_temp_c,latitude,longitude,altitude
6.749929769420384,1.8472628717805504,1.377121169266052,0.5159469315958249,0.622324039646397,0.2676788630376354,0.3364693001943882,Europe,4.2867165279902615,1.850079553695119,2.2677340946609648,39.73395402637736,18.664067878445483,99.95701706181543,2105.37812835806,39170.10551837339,13.250611027857136,GBR,Europe,Northern Hemisphere,Very High,,16.696455811281137,2021.0,17.262913534899766,GBR,MEATCONSUMP,BEEF,KG_CAP,A,2023.0,347.47889200610007,27.633196390486535,GBR,ALCOHOL,TOT,LT_CAP15,A,2019.0,9.707779662914682,12.372831236698804,36.28407748799256,-11.776022023139298,0.0
6.770793074514683,1.8299595114247789,1.3787073497334108,0.5100941810636315,0.6295956455688524,0.2711985629379384,0.3435010654225644,Europe,4.437362590734504,1.8030493764455613,2.4011453875060917,40.8215116789512,20.86199641596072,98.79618242362956,2134.7408660128935,39736.82020113191,12.763810830117952,GBR,Europe,Northern Hemisphere,Very High,,16.829327144552682,2021.0,17.17353914583976,GBR,MEATCONSUMP,PIG,KG_CAP,A,2023.0,247.5076238622056,27.16731758119724,GBR,ALCOHOL,TOT,LT_CAP15,A,2019.0,9.373305895191043,13.301456138734402,36.79402205455331,-6.619120993065617,0.0
6.731544950474872,1.890606332774718,1.351237921855484,0.5172277400175099,0.6252526490534769,0.2746933135511955,0.3415939695968051,Europe,4.376966058675085,1.881522564824124,2.540828902670544,42.17806181018495,16.88568603586678,99.25527180016512,2014.5746310916984,40569.92562841416,13.076016489619828,GBR,Europe,Northern Hemisphere,Very High,,15.936268758501068,2021.0,17.50363736854986,GBR,MEATCONSUMP,POULTRY,KG_CAP,A,2023.0,-26.68151003203714,27.845567322060244,GBR,ALCOHOL,TOT,LT_CAP15,A,2019.0,9.91646497248366,13.151600666906557,36.83378058658365,-7.213322187582808,0.0
6.875179252742424,1.8722278510644423,1.348301694290187,0.5183103553417787,0.6210603777845378,0.2739345722943713,0.3380349391157059,Europe,4.36710170966392,1.8320272488313312,2.3933362171556185,41.896058706069766,16.291317860974665,99.32035275590698,2042.7018595694176,40810.94730425142,12.733806343076983,GBR,Europe,Northern Hemisphere,Very High,,18.586897401247132,2021.0,17.106286622080763,GBR,MEATCONSUMP,SHEEP,KG_CAP,A,2023.0,-184.77122927394475,26.934032664641773,GBR,ALCOHOL,TOT,LT_CAP15,A,2019.0,9.650171381039414,12.835204688089837,38.34322758086762,-6.574341674751503,0.0
6.740134802666016,1.8432601327910203,1.5250079398908936,0.4386354018657672,0.4818713453457446,0.0582976286295588,0.095731245436258,Europe,6.8519541801178905,3.1037493259226823,2.1899752407984368,44.15701342738792,37.32558747601411,95.30237861568436,581.7795789421483,12316.628408018723,11.984576937191274,LTU,Europe,Northern Hemisphere,Very High,,37.853386083050104,2021.0,16.35618305119263,,,,,,,,41.12086142409948,LTU,ALCOHOL,TOT,LT_CAP15,A,2019.0,11.123660597427085,8.23974984427755,53.345181994764786,29.53419981383093,0.0
6.67343352917015,1.8556390996281795,1.437233846803451,0.561297655059092,0.5893498540513648,0.0885296351506848,0.2764258935593697,Europe,3.678832548918467,1.868951899285679,2.05471277412053,51.28313474287589,29.288157094841132,96.42283593913142,1932.934492878235,38697.89225880006,16.882475110227457,FRA,Europe,Northern Hemisphere,Very High,,30.75173130188687,2021.0,15.880745459235094,,,,,,,,6.854779670799304,FRA,ALCOHOL,TOT,LT_CAP15,A,2019.0,11.41448246787188,14.710814245711038,38.19048567897597,-2.934520794957398,0.0
6.683921525133452,1.8331629046442048,1.5412000596427118,0.5326634148502537,0.7121574677512417,0.1419213652409205,0.1090709235633579,Europe,3.6556768907453936,1.1190430160092288,3.1931955256840134,30.523226979113083,,,,,,SVN,Europe,Northern Hemisphere,Very High,,27.564326137531097,2021.0,17.81201802215378,,,,,,,,37.14533015882498,SVN,ALCOHOL,TOT,LT_CAP15,A,2019.0,11.017224215982942,12.571395037361723,47.34943679764023,15.504231606426792,0.0
6.683970201746807,1.6097843893128794,1.3334408012737955,0.4961132796654774,0.6907408444078832,0.0999368625916,0.1203957420428556,North America,5.298897583606929,2.471755119426205,2.1314306685735525,47.42379866620826,52.10665492123983,87.44679278344076,472.17748563776047,8262.829787388733,27.87041657302841,CRI,America,Northern Hemisphere,Very High,LAC,54.62580441790581,2021.0,16.625837039987683,,,,,,,,41.21860542398995,CRI,ALCOHOL,TOT,LT_CAP15,A,2019.0,3.113203264646231,,,,
6.511066317343682,1.7196412619562291,1.2750501801491676,0.4269734109789997,0.622655305368947,0.044320006850711,-0.0059637493627331,Europe,7.454001750798145,1.577762700580816,4.538278863602366,21.8569801961696,56.497719857023455,87.06256844561827,360.1750359503631,5195.064353757845,15.482107139107876,ROU,Europe,Northern Hemisphere,Very High,,53.88423568201853,2021.0,14.318660160351165,,,,,,,,46.13169677877493,ROU,ALCOHOL,TOT,LT_CAP15,A,2019.0,10.863354513499626,11.57191410981206,44.35168035871785,25.238323881973372,0.0
6.636235459248306,2.1385101794497374,1.371370300347409,0.6094381394070292,0.6579074882665709,0.1720042924256152,0.5627210717750423,Asia,6.659788855503658,1.8877187489306944,3.495396087826413,28.32464939777709,4.489168894045405,106.96915691495812,1461.7051180656529,40755.219735406674,31.628260391274463,SGP,Asia,Northern Hemisphere,Very High,EAP,13.192151232954062,2021.0,16.572389578513675,,,,,,,,,,,,,,,,27.70751567268237,2.722738313010044,96.85922072407077,0.0
6.468841937742265,2.0226042936607955,1.2112671728586764,0.3895545718044002,0.7396479865662154,0.1902949512578133,0.2486524011687056,Asia,2.789265533342232,0.6566997689759668,3.979326847873217,23.842479905676793,74.39237622052148,81.85857192451317,806.1840811206858,39482.860524210286,33.8972974758832,ARE,Asia,Northern Hemisphere,Very High,AS,22.069402631059052,2021.0,15.761257214628678,,,,,,,,,,,,,,,,29.076814372793173,25.30871911855652,50.92470354440272,0.0
6.475194121445336,1.8952222966067116,1.372184941502317,0.4952986833530024,0.5627834363819171,0.0634089393115924,0.1779995310219374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.482413177613237,1.6230087879074426,1.434105138116822,0.4381323593959064,0.6783752381249493,0.0903001598915577,0.2522184477485716,South America,3.188379312912716,,,,,,,,,URY,America,Southern Hemisphere,Very High,LAC,51.89872189055063,2021.0,16.83477421614021,,,,,,,,,,,,,,,,17.944503472435795,-31.932930817797818,-60.8094173879452,0.0
6.467980248133662,1.7310144560299512,1.5225268462908916,0.4760777571148586,0.5021730035318853,0.1260653065296011,0.0223659169334493,Europe,5.741088719394827,1.8092060209090408,3.221215067762267,32.474720913393305,,,,,,SVK,Europe,Northern Hemisphere,Very High,,44.35518026545615,2021.0,14.636715521096924,,,,,,,,22.612101235911265,SVK,ALCOHOL,TOT,LT_CAP15,A,2019.0,10.38678413020954,10.168679422614812,48.82215621584749,21.805001628354944,0.0
6.542764913378251,1.8515233770285724,1.3714793389361717,0.3513329841507513,0.6799109488631885,0.0940429339022447,0.1698911791970818,Asia,5.623298047152555,2.0730598181654227,2.7049560365521947,37.64843536793375,84.02445337912023,76.67363795592821,1310.295064698314,18395.872712664503,32.57413496966316,SAU,Asia,Northern Hemisphere,Very High,AS,30.6040318296294,2021.0,16.0783828152873,SAU,MEATCONSUMP,BEEF,KG_CAP,A,2023.0,39.020287335832975,,,,,,,,,25.49503867763434,26.739398111596195,42.14910888638339,0.0
6.465488900106779,1.849815704481472,1.3802416377123197,0.3550581645025442,0.6928613968074306,0.0950710458291359,0.1548857602906221,Asia,5.506105363854544,2.0516166106875255,2.559828895134431,38.5406218492939,83.8729876363065,77.20523553674344,1319.0929146545873,16961.59422223414,32.560583341595084,SAU,Asia,Northern Hemisphere,Very High,AS,43.038656936641445,2021.0,15.989012205230855,SAU,MEATCONSUMP,PIG,KG_CAP,A,2023.0,-156.23624689842703,,,,,,,,,25.03582912240174,26.231008883373978,42.15375216911195,0.0
6.4610317877029795,1.873673703478247,1.3553143399373575,0.3532584427712921,0.6870439566469924,0.0904362846792689,0.1791814450416402,Asia,5.5303131490872,2.092326222417088,2.728940068302305,37.97261065727904,86.48480787233733,77.33653447439876,1244.841473042368,17981.98765321091,33.059065821140706,SAU,Asia,Northern Hemisphere,Very High,AS,34.69489406802542,2021.0,16.06728799962046,SAU,MEATCONSUMP,POULTRY,KG_CAP,A,2023.0,-107.82703396065187,,,,,,,,,24.652547847404332,25.7098278902396,41.59416677123341,0.0
6.4729477077477435,1.8040900028664195,1.3601815773496344,0.3446001316857009,0.6872924537044404,0.0942138196623082,0.1741499692461681,Asia,5.600067470851959,2.095209442802916,2.5985330436314724,36.88976423728102,84.47379599934092,76.29671242468692,1277.5866901072643,16566.905692953034,32.945222374907864,SAU,Asia,Northern Hemisphere,Very High,AS,37.529183957663726,2021.0,16.10056721337903,SAU,MEATCONSUMP,SHEEP,KG_CAP,A,2023.0,416.69916987831175,,,,,,,,,25.328468990124662,24.676238652125456,44.49595673000367,0.0
6.522730521867491,1.829688779557055,1.3536363190082543,0.3555344523087841,0.6921089350769962,0.0941178556215435,0.166930582497479,Asia,5.802331989196991,2.151387176821787,2.773862247633612,38.09731414138366,86.16537796121283,76.61899748674197,1388.0178839260227,17618.406850574145,32.3546216917429,SAU,Asia,Northern Hemisphere,Very High,AS,35.070862180558635,2021.0,15.986043250045938,SAU,MEATCONSUMP,POULTRY,THND_TONNE,A,2023.0,1052.7268807368184,,,,,,,,,25.73002761231245,22.71050182838338,41.71575084998982,0.0
6.425388429503353,1.8270256966435665,1.371840106185624,0.3441543089297352,0.6824052940017237,0.0902265164213685,0.1762814155851433,Asia,5.528345792237366,2.1140898791265816,2.644422501419921,38.240732757310376,84.89719715047137,76.86178463847793,1278.094147888285,18376.950496761143,32.86856865233762,SAU,Asia,Northern Hemisphere,Very High,AS,33.11614465673323,2021.0,15.923317594814105,SAU,MEATCONSUMP,BEEF,THND_TONNE,A,2023.0,361.4646613715873,,,,,,,,,24.75319711486573,22.636072635765544,41.32049698063388,0.0
6.376992616340002,1.824001589951563,1.3632811308173904,0.343324726432324,0.68693237579405,0.092318358366964,0.1665276434899241,Asia,5.555699610192022,2.107271963632243,2.676528411755527,37.653056182280146,85.6151821431282,77.06646211917106,1252.0892182318294,18274.544564838532,33.29527775190812,SAU,Asia,Northern Hemisphere,Very High,AS,37.94809251705992,2021.0,16.30610036284931,SAU,MEATCONSUMP,SHEEP,THND_TONNE,A,2023.0,743.6214823515384,,,,,,,,,25.381407311969728,28.397542473411487,44.14432004033356,0.0
6.46797629710645,1.8583769829208052,1.3406664350227546,0.3525185353161565,0.6838402638170349,0.0879910646684643,0.1521767938426803,Asia,5.568468286051144,2.1257695742508846,2.722806985120897,37.295322963024695,85.49926216303604,77.7986969309827,1201.6679036713217,17593.57206294719,32.927555917259525,SAU,Asia,Northern Hemisphere,Very High,AS,34.91113369272017,2021.0,16.050234719375627,SAU,MEATCONSUMP,PIG,THND_TONNE,A,2023.0,404.6232718364919,,,,,,,,,25.351439040782633,25.489281375278516,42.52357755033834,0.0
6.459449138037269,1.8082889382377112,1.521107700314291,0.4748480182654603,0.7233863999557926,0.1448182660149938,0.3742353554302658,Europe,5.03159275931068,2.390506021381692,2.1051375313782454,48.67261456024493,16.079205278430145,99.66378028799136,692.354650553481,14622.45639624425,9.95098509303876,EST,Europe,Northern Hemisphere,Very High,,27.85077946027186,2021.0,15.888851809145628,,,,,,,,32.0496811715839,EST,ALCOHOL,TOT,LT_CAP15,A,2019.0,10.44034711816354,11.458993664092215,60.60640541642415,21.414708785611055,0.0
6.426563208149636,1.807638209363725,1.5053812878965669,0.5622038713915348,0.5293042484121676,0.1061034738650647,0.1463122815970573,Europe,1.9918701533339889,1.579338401980301,0.921711235970136,85.04981356440015,31.25216759352838,95.8955808237998,1182.034891239074,27131.780631461035,21.01071737892637,ESP,Europe,Northern Hemisphere,Very High,,25.31448437117164,2021.0,17.835179744655008,,,,,,,,22.62760484068421,ESP,ALCOHOL,TOT,LT_CAP15,A,2019.0,10.750341518667536,18.106736283031687,39.41853091664974,-4.286909639252805,0.0
6.4909837810656565,1.809623467481162,1.3810204822722687,0.5567487783212969,0.4368197902473796,0.097832941954928,0.0541117140374287,Europe,3.2370188199300496,1.4777182375538602,1.9854737682801855,45.924887381040186,33.09999875178113,95.32579884600332,1340.481719161288,31792.523386279085,17.65044915426652,ITA,Europe,Northern Hemisphere,Very High,,27.32779230301804,2021.0,15.897115366255177,,,,,,,,11.61743958257204,ITA,ALCOHOL,TOT,LT_CAP15,A,2019.0,7.726289937373623,14.000995865117892,42.89805961503731,7.536282367214676,0.0
6.412343511674528,1.342561308427741,1.285712281495986,0.3815166874280991,0.641630520069887,0.2735800659378114,0.0377781884360148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.234303809368254,1.648032648394979,1.370265716498295,0.5094518615901786,0.5504009923013359,0.1325852679615518,0.0766246587118629,South America,3.3600013796189723,0.7100265214743857,4.74400731916643,21.066770103028553,52.17697554504759,88.24131572623709,455.4674024831154,11112.2329805491,18.014364738524243,CHL,America,Southern Hemisphere,Very High,LAC,41.252017746592905,2021.0,16.6000281964123,CHL,MEATCONSUMP,BEEF,KG_CAP,A,2023.0,24.10723538275328,30.140821792969213,CHL,ALCOHOL,TOT,LT_CAP15,A,2019.0,7.141894811401333,14.661819381575269,-34.21312910928333,-67.65492995828272,0.0
6.307691440363566,1.6544131258137498,1.367606188517997,0.5248376361534631,0.5492874283832998,0.1329444300171151,0.0770950545443875,South America,3.4447345837128927,0.6506322634734336,4.853926060315575,22.590352532490176,54.48905391222876,88.88426835734498,662.7229761378196,12130.564122508114,18.543310754603155,CHL,America,Southern Hemisphere,Very High,LAC,41.44830329228326,2021.0,16.875436980640266,CHL,MEATCONSUMP,PIG,KG_CAP,A,2023.0,215.70588123577537,29.587798918712043,CHL,ALCOHOL,TOT,LT_CAP15,A,2019.0,7.267126024410318,14.389979633455116,-34.47085605366073,-75.03442179009447,0.0
6.360062143573657,1.655633277885508,1.375048879029622,0.5002995697834236,0.5493839927226782,0.1394247718716718,0.0830120754367786,South America,3.304162503185661,0.6921989505045352,4.6843257861954095,20.689628581524456,52.64116889165975,87.94564418149352,496.61592537308275,10769.765986087996,17.8750588400209,CHL,America,Southern Hemisphere,Very High,LAC,43.2685922237819,2021.0,16.589966343770737,CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2023.0,488.6467098324956,30.35593710166266,CHL,ALCOHOL,TOT,LT_CAP15,A,2019.0,6.974090504570022,14.324888656601306,-32.218694483161066,-68.9439094364705,0.0
6.356019255086119,1.618938404948897,1.3974472912885705,0.5143891761902832,0.5443783915239653,0.1365984011775728,0.0678165399563969,South America,3.2751024224962797,0.7448260003328842,4.7778979715371745,21.614263215400307,52.36170408879722,87.6374027798492,382.49863394809466,8998.0439551087,18.812507356458415,CHL,America,Southern Hemisphere,Very High,LAC,49.14237835573589,2021.0,16.763625142644244,CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2023.0,230.95578745269336,30.25211910219924,CHL,ALCOHOL,TOT,LT_CAP15,A,2019.0,7.006203704605704,14.663586089315942,-33.30809848015811,-69.72314965586327,0.0
6.391893886375948,1.660201664575086,1.3969639579645572,0.5156644105282466,0.5330247846333968,0.1324632685862131,0.0711311237625449,South America,3.4670503842180276,0.7103519346289036,4.766778061983761,21.71432194568734,51.62947950339365,87.73367622322006,493.9267438423625,10612.766539239694,18.36823453801898,CHL,America,Southern Hemisphere,Very High,LAC,42.19670991389275,2021.0,16.866908612699604,CHL,MEATCONSUMP,BEEF,THND_TONNE,A,2023.0,508.6388904108712,28.966329178360834,CHL,ALCOHOL,TOT,LT_CAP15,A,2019.0,7.311245842186704,14.24461894256566,-33.97274943836081,-77.07613862556948,0.0
6.41315604098283,1.6483173641147857,1.384039901357078,0.5043883173131265,0.5504660998088337,0.1399568553118248,0.0845199189788728,South America,3.17491704945619,0.6966433619205341,4.597831999712063,21.255069763595472,52.77268075039974,88.33794347576466,458.67898746281867,12111.85468428699,19.030053500907805,CHL,America,Southern Hemisphere,Very High,LAC,39.83031702896313,2021.0,16.563643236288698,CHL,MEATCONSUMP,POULTRY,THND_TONNE,A,2023.0,675.439646996206,30.676610900779416,CHL,ALCOHOL,TOT,LT_CAP15,A,2019.0,7.008188086363136,14.672899701673964,-33.314271095751074,-71.47193325431743,0.0
6.355080067569258,1.6267073884071686,1.3994562626784464,0.5103530130936358,0.5413332994552904,0.1306187985083114,0.0794635619635575,South America,3.3127248841668777,0.6822826644783565,4.709558077489692,22.215682660921708,51.660009447175746,87.27034917077894,527.1875091979915,9521.1453234069,18.10140959899945,CHL,America,Southern Hemisphere,Very High,LAC,48.031968786611046,2021.0,16.673031327054638,CHL,MEATCONSUMP,SHEEP,THND_TONNE,A,2023.0,-411.934719044776,31.32904295557573,CHL,ALCOHOL,TOT,LT_CAP15,A,2019.0,7.283262878992741,14.820752370135814,-33.16129606277657,-67.81934464721184,0.0
6.365995060784677,1.6334903370553011,1.392389745417946,0.510245878907375,0.5586120320792135,0.1360678453242177,0.0780442096962949,South America,3.3334539639518552,0.6708693240624259,4.6596248517124526,21.141073739535255,50.24560172033172,89.06424914468049,482.32827513554207,8834.52723813458,18.44562876611553,CHL,America,Southern Hemisphere,Very High,LAC,45.93270295880102,2021.0,16.64294049301316,CHL,MEATCONSUMP,PIG,THND_TONNE,A,2023.0,463.2871336533787,29.71119554288977,CHL,ALCOHOL,TOT,LT_CAP15,A,2019.0,7.275788781192124,14.095885941840791,-34.032211175594156,-73.86652222247353,0.0
6.257789353731797,1.5336366717005407,1.1623354353956,0.3968093465058766,0.634014633099363,0.0837818046179057,0.1147504863405277,North America,5.228117768774119,0.9425979871396204,5.7030120265352275,16.419592583717304,59.58774048703747,87.69303505481058,463.1266198316821,9371.559089187647,29.84436951562785,MEX,America,Northern Hemisphere,High,LAC,87.46568820657751,2021.0,14.80031100292445,MEX,MEATCONSUMP,BEEF,KG_CAP,A,2023.0,-215.73239534251297,16.550996875766533,MEX,ALCOHOL,TOT,LT_CAP15,A,2019.0,4.821302460198428,22.01401454785601,22.799625655479144,-102.99608782070068,0.0
6.294269168179179,1.53508038592677,1.1642308579866048,0.3786396120640714,0.6400627626116477,0.0862253114086716,0.1176600976356745,North America,5.261195395824549,0.9034399338773492,5.922422038942615,18.379194911195594,57.26578396314744,87.45808169924784,607.897957014996,8907.804824030789,29.336926971172915,MEX,America,Northern Hemisphere,High,LAC,86.36558521354131,2021.0,14.974601936409233,MEX,MEATCONSUMP,PIG,KG_CAP,A,2023.0,215.20435080803105,16.810292275693033,MEX,ALCOHOL,TOT,LT_CAP15,A,2019.0,4.934239756767447,21.65971754814559,22.989928716831223,-103.67220103531224,0.0
6.301052738253437,1.5701381467404152,1.1514681595886684,0.4025013893475526,0.6255483645628684,0.0888018806331199,0.1151975620482592,North America,5.087850730087441,0.8827479157225706,5.8119771338882735,16.984816103865587,57.370111148551,86.40321347697662,423.6274545584469,8935.59387519664,29.99623659541996,MEX,America,Northern Hemisphere,High,LAC,87.05247030614309,2021.0,15.06206370510886,MEX,MEATCONSUMP,POULTRY,KG_CAP,A,2023.0,-25.15195496353058,16.431385141723187,MEX,ALCOHOL,TOT,LT_CAP15,A,2019.0,4.980340311659317,22.033459452142377,22.92498822975189,-99.97036949877494,0.0
6.255619832713879,1.5595642500790108,1.167286591809068,0.3753509484093326,0.6386066221115922,0.0869065036798145,0.1156565991904237,North America,5.174425046953246,0.8897317719770194,5.710158785761333,17.378875855681635,55.89365236106391,87.90318755225445,483.3778721774873,8638.015355684222,29.33952628108148,MEX,America,Northern Hemisphere,High,LAC,79.76316384845147,2021.0,14.81359173589618,MEX,MEATCONSUMP,SHEEP,KG_CAP,A,2023.0,211.52349101538104,16.338062342316437,MEX,ALCOHOL,TOT,LT_CAP15,A,2019.0,5.159176640958787,21.557981312571897,21.9148962487536,-106.35540140274992,0.0
6.369767607457386,1.529643255047641,1.1605765857118295,0.3920447134674197,0.6361867432407824,0.0872161278400402,0.1180452096645131,North America,5.1636489834891695,0.8700166944276552,5.730083134682715,17.19638196416936,58.56620195733384,87.79272112809922,506.7452429854069,8272.13114460314,29.971946681376604,MEX,America,Northern Hemisphere,High,LAC,81.7475191618676,2021.0,14.902836626122912,MEX,MEATCONSUMP,POULTRY,THND_TONNE,A,2023.0,5191.944775538064,14.981572422230352,MEX,ALCOHOL,TOT,LT_CAP15,A,2019.0,4.8933387553289895,22.326775953388236,23.089883788813292,-104.91036132287664,0.0
6.336493049181879,1.5417030520029362,1.155140110714648,0.3827235178444022,0.6342070803487087,0.087046409607693,0.1089467322287384,North America,5.093302149941827,0.9037982639909394,5.79084154716062,16.622202505737068,60.53678613075489,87.9005362795266,456.6595494242516,8106.494699961382,30.394753839654484,MEX,America,Northern Hemisphere,High,LAC,88.32714079409338,2021.0,14.677803994710532,MEX,MEATCONSUMP,BEEF,THND_TONNE,A,2023.0,1696.897263247116,15.82905678404571,MEX,ALCOHOL,TOT,LT_CAP15,A,2019.0,4.888053363518567,22.192802817014872,20.432453106859807,-103.79620595441652,0.0
6.426094738667172,1.561039874020673,1.1588217233318714,0.3924271165608925,0.625850674166338,0.0914436455784084,0.116248583799708,North America,5.062036613704076,0.9036193402689264,5.811106862594636,16.642555949276446,55.46541599363357,87.2604382791823,335.4709449544568,9147.246759250036,30.03795019193347,MEX,America,Northern Hemisphere,High,LAC,89.84434850689331,2021.0,15.216154918361504,MEX,MEATCONSUMP,SHEEP,THND_TONNE,A,2023.0,116.92302746602564,15.908984688530186,MEX,ALCOHOL,TOT,LT_CAP15,A,2019.0,5.00352508511399,21.66785891469459,22.15816073879511,-107.30709505127078,0.0
6.364294718254262,1.5127940430867652,1.1896560354192738,0.3842490610041796,0.6278793025961897,0.0864080312888199,0.1020636659083908,North America,5.320729302902884,0.9206976740333852,5.616171081731335,16.188222358537125,55.61680376198427,87.09532472002358,485.9994544892083,9588.95862249089,29.622054594850106,MEX,America,Northern Hemisphere,High,LAC,81.18856850319631,2021.0,14.935732281511353,MEX,MEATCONSUMP,PIG,THND_TONNE,A,2023.0,2577.2017525224223,16.80353456392367,MEX,ALCOHOL,TOT,LT_CAP15,A,2019.0,4.800461800666565,21.614109865991512,21.943859312032497,-106.48936133226496,0.0
6.31707242730736,1.8519969941159236,1.4616009734692132,0.556670971541258,0.6748317087375179,0.1975206123649554,0.1430309777342377,Europe,5.815460089608578,0.6486011813002905,8.401413394202605,12.447833030845723,,,,,,MLT,Europe,Northern Hemisphere,Very High,,20.66591293933856,2021.0,16.958166055601666,,,,,,,,,,,,,,,,18.66880237277794,36.96694318370026,11.43950716834159,0.0
6.346812883608356,1.7503233010844543,1.423800228126729,0.4757223502934798,0.6258811241139416,0.0647852980017683,0.0326662015525786,North America,3.6101991401727687,1.0045216623368538,3.7170819463931535,27.554041258945254,,,,,,PAN,America,Northern Hemisphere,Very High,LAC,59.23057932624725,2021.0,12.989304461925371,,,,,,,,,,,,,,,,,,,
6.222215985493854,1.7727870526487046,1.4747949900551651,0.4739864866562659,0.5061475685552512,0.1253999407084191,0.1444136201873491,Europe,5.0105021340959155,1.7190276209310362,2.9226944720865338,33.51092388431103,29.297680724415716,96.82466616354525,462.83545813605946,10549.154108510402,13.499883945495323,POL,Europe,Northern Hemisphere,Very High,,31.5035302140677,2021.0,16.17958341310303,,,,,,,,20.983674469807617,POL,ALCOHOL,TOT,LT_CAP15,A,2019.0,11.317126926039917,9.52907920715893,51.22964035863091,23.47270314772819,0.0
6.16373447133447,1.1056321737821804,1.288835833701762,0.3769453451849842,0.6570425124110468,0.1515776504692938,0.2087233222183188,North America,4.496628451195544,0.7945516684528299,5.832273849684451,18.223830502290156,,,,,,NIC,America,Northern Hemisphere,Medium,LAC,126.81029887106403,2021.0,12.661144771775383,,,,,,,,,,,,,,,,28.44767494861604,10.955723803435223,-82.26498187888167,0.0
6.262238134721223,1.7090944774626375,1.5122095553449415,0.4077868171532071,0.5829399280982118,0.1065542935637876,0.0722892897784599,Europe,6.886840180387177,3.1455888551505105,2.2264764521649267,45.49457466510312,,,,,,LVA,Europe,Northern Hemisphere,Very High,,40.98350490455204,2021.0,16.33991626488047,,,,,,,,39.24837442610497,LVA,ALCOHOL,TOT,LT_CAP15,A,2019.0,11.5982353646562,8.059852258569087,57.867373863676605,25.650475912493217,0.0
6.194766994219604,1.840704834278604,1.2360456005256153,0.3922357466393186,0.7563162935737341,0.1957569594899158,0.1421013891751315,,,,,,,,,,,BHR,Asia,Northern Hemisphere,Very High,AS,32.28652601862509,2021.0,16.1661862105816,,,,,,,,,,,,,,,,28.432164740559045,23.81339188154341,57.84980513386849,0.0
6.142983103661337,1.277637210850211,1.2167714044377669,0.3073918718426335,0.6334224334227304,0.1036976773735074,0.0709402127098773,North America,3.853202547262558,1.2367612148324705,3.27412855229981,31.55955156365855,104.06427466490108,55.68993727289637,124.2024385015186,3196.000907672865,32.55449109548881,GTM,America,Northern Hemisphere,Medium,LAC,131.21829000958246,2021.0,10.5882133764301,,,,,,,,,,,,,,,,,,,
6.118853124272077,1.673037039036049,1.504202003875048,0.3892111323144495,0.635135720244238,0.1359399807678446,0.1446695387226768,Asia,7.437935828027465,2.4637618595234767,3.0889539181874497,34.19765949550001,44.502985826385654,88.92392957322626,286.2341273690537,6270.996159310306,13.623149781876574,KAZ,Asia,Northern Hemisphere,Very High,ECA,52.870824131861006,2021.0,15.475833906876517,KAZ,MEATCONSUMP,BEEF,KG_CAP,A,2023.0,-162.0971361858983,,,,,,,,,6.80551204279602,47.66285464810252,66.1593459460317,0.0
6.105934114676239,1.6610229471469644,1.493849329500338,0.3910298217736997,0.627175536270444,0.1356537422687059,0.1466434684002575,Asia,7.351848256529656,2.4383832417074425,3.008600878954384,33.461054088669265,45.42077806812619,89.14475388286051,100.8299006160321,5170.3577021684,13.288647998576351,KAZ,Asia,Northern Hemisphere,Very High,ECA,54.79211535951801,2021.0,15.853865903468437,KAZ,MEATCONSUMP,PIG,KG_CAP,A,2023.0,-92.52621793559608,,,,,,,,,6.503220640272962,49.53755673382834,61.97260765857844,0.0
6.143568566420879,1.6865212169585089,1.5022464220518832,0.3936064589676632,0.6399276604285605,0.1329538854079598,0.1517609526965685,Asia,7.223192487462373,2.5096143569623255,2.9990802521351463,35.20878624783214,45.46070671925678,89.02952381338287,184.4938680135358,7701.358549615012,13.709000881817484,KAZ,Asia,Northern Hemisphere,Very High,ECA,60.229367023339414,2021.0,15.844106627235316,KAZ,MEATCONSUMP,POULTRY,KG_CAP,A,2023.0,206.01576898958535,,,,,,,,,6.297250763675723,50.558936874402285,65.59918276862729,0.0
6.155000560854532,1.6707759758326326,1.4917552184163658,0.381827204443261,0.6357870216870958,0.1399702374868777,0.1413372633677307,Asia,7.289463087931902,2.4313614598556117,2.9840352300740363,34.0393056230764,42.1443707192537,89.26776619260608,250.64510295626687,6237.96377899941,13.300994504167708,KAZ,Asia,Northern Hemisphere,Very High,ECA,56.17786849883849,2021.0,15.501581411061435,KAZ,MEATCONSUMP,SHEEP,KG_CAP,A,2023.0,184.8671089832409,,,,,,,,,7.3213687780526735,52.22012771250045,61.18993851653406,0.0
